Kode,Nama Bahan,description
GR027,"Ikan hitam, segar"," termasuk dalam kategori Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 101 kalori, 10.3 gram protein, 3.7 gram lemak, 6.7 gram karbohidrat, dan 0.0 gram serat."
GR028,"Ikan hiu, segar"," termasuk dalam kategori Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 57 kalori, 10.7 gram protein, 0.3 gram lemak, 2.2 gram karbohidrat, dan 0.0 gram serat."
GR029,"Ikan kacangan, segar"," termasuk dalam kategori Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 77 kalori, 15.6 gram protein, 0.9 gram lemak, 1.6 gram karbohidrat, dan 0.0 gram serat."
GR030,"Ikan kakap, segar"," termasuk dalam kategori Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 92 kalori, 20.0 gram protein, 0.7 gram lemak, 0.0 gram karbohidrat, dan 0.0 gram serat."
GR031,"Ikan kakatua, segar"," termasuk dalam kategori Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 82 kalori, 11.4 gram protein, 1.2 gram lemak, 6.4 gram karbohidrat, dan 0.0 gram serat."
GR032,"Ikan kalaban, segar"," termasuk dalam kategori Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 77 kalori, 16.4 gram protein, 0.7 gram lemak, 1.3 gram karbohidrat, dan 0.0 gram serat."
GR033,"Ikan kamera (kakap merah), segar"," termasuk dalam kategori Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 86 kalori, 19.7 gram protein, 0.8 gram lemak, 0.0 gram karbohidrat, dan 0.0 gram serat."
GR034,"Ikan kapar, segar"," termasuk dalam kategori Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 132 kalori, 17.0 gram protein, 6.7 gram lemak, 0.8 gram karbohidrat, dan 0.0 gram serat."
GR035,"Ikan kawalinya, segar"," termasuk dalam kategori Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 110 kalori, 12.6 gram protein, 4.2 gram lemak, 5.4 gram karbohidrat, dan 0.0 gram serat."
GR036,"Ikan keru-keru, segar"," termasuk dalam kategori Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 93 kalori, 16.5 gram protein, 2.1 gram lemak, 0.8 gram karbohidrat, dan 0.0 gram serat."
GR037,"Ikan kima, segar"," termasuk dalam kategori Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 70 kalori, 10.8 gram protein, 0.7 gram lemak, 5.2 gram karbohidrat, dan 0.0 gram serat."
GR038,"Ikan lais, segar"," termasuk dalam kategori Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 161 kalori, 11.9 gram protein, 11.5 gram lemak, 2.4 gram karbohidrat, dan 0.0 gram serat."
GR039,"Ikan layang, segar"," termasuk dalam kategori Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 109 kalori, 22.0 gram protein, 1.7 gram lemak, 0.0 gram karbohidrat, dan 0.0 gram serat."
GR040,"Ikan layur, segar"," termasuk dalam kategori Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 82 kalori, 18.0 gram protein, 1.0 gram lemak, 0.4 gram karbohidrat, dan 0.0 gram serat."
GR041,"Ikan lehoma, segar"," termasuk dalam kategori Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 90 kalori, 20.4 gram protein, 0.9 gram lemak, 0.0 gram karbohidrat, dan 0.0 gram serat."
GR042,"Ikan lemuru, segar"," termasuk dalam kategori Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 112 kalori, 20.0 gram protein, 3.0 gram lemak, 0.0 gram karbohidrat, dan 0.0 gram serat."
GR043,"Ikan lidah, segar"," termasuk dalam kategori Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 104 kalori, 15.6 gram protein, 3.2 gram lemak, 2.0 gram karbohidrat, dan 0.0 gram serat."
GR044,"Ikan malalugis, segar"," termasuk dalam kategori Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 99 kalori, 20.6 gram protein, 1.4 gram lemak, 0.9 gram karbohidrat, dan 0.0 gram serat."
GR045,"Ikan mamar merah, segar"," termasuk dalam kategori Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 115 kalori, 15.3 gram protein, 4.0 gram lemak, 4.4 gram karbohidrat, dan 0.0 gram serat."
GR046,"Ikan mas, segar"," termasuk dalam kategori Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 86 kalori, 16.0 gram protein, 2.0 gram lemak, 0.0 gram karbohidrat, dan 0.0 gram serat."
GR047,"Ikan mayong, segar"," termasuk dalam kategori Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 97 kalori, 17.9 gram protein, 2.0 gram lemak, 0.4 gram karbohidrat, dan 0.0 gram serat."
GR048,"Ikan mujahir, segar"," termasuk dalam kategori Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 89 kalori, 18.7 gram protein, 1.0 gram lemak, 0.0 gram karbohidrat, dan 0.0 gram serat."
GR049,"Ikan nasu metti, segar"," termasuk dalam kategori Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 154 kalori, 16.8 gram protein, 5.0 gram lemak, 10.5 gram karbohidrat, dan 0.0 gram serat."
GR050,"Ikan oci, kembung, segar"," termasuk dalam kategori Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 125 kalori, 21.3 gram protein, 3.4 gram lemak, 2.2 gram karbohidrat, dan 0.0 gram serat."
GR051,"Ikan paling, segar"," termasuk dalam kategori Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 303 kalori, 14.0 gram protein, 27.0 gram lemak, 0.0 gram karbohidrat, dan 0.0 gram serat."
GR052,"Ikan papuyu/ betok, segar"," termasuk dalam kategori Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 120 kalori, 14.3 gram protein, 4.9 gram lemak, 4.6 gram karbohidrat, dan 0.0 gram serat."
GR053,"Ikan patin, segar"," termasuk dalam kategori Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 132 kalori, 17.0 gram protein, 6.6 gram lemak, 1.1 gram karbohidrat, dan 0.0 gram serat."
GR054,"Ikan pomo, segar"," termasuk dalam kategori Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 147 kalori, 22.5 gram protein, 5.2 gram lemak, 2.6 gram karbohidrat, dan 0.0 gram serat."
GR055,"Ikan puntin, segar"," termasuk dalam kategori Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 76 kalori, 14.4 gram protein, 1.1 gram lemak, 2.2 gram karbohidrat, dan 0.0 gram serat."
GR056,"Ikan saluang, segar"," termasuk dalam kategori Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 113 kalori, 13.9 gram protein, 4.9 gram lemak, 3.4 gram karbohidrat, dan 0.0 gram serat."
GR057,"Ikan sarden, segar"," termasuk dalam kategori Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 109 kalori, 19.9 gram protein, 1.8 gram lemak, 3.4 gram karbohidrat, dan 0.0 gram serat."
GR058,"Ikan selar, segar"," termasuk dalam kategori Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 100 kalori, 18.8 gram protein, 2.2 gram lemak, 0.0 gram karbohidrat, dan 0.0 gram serat."
GR059,"Ikan sepat, segar"," termasuk dalam kategori Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 84 kalori, 15.2 gram protein, 0.6 gram lemak, 4.7 gram karbohidrat, dan 0.0 gram serat."
GR060,"Ikan sidat, segar"," termasuk dalam kategori Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 81 kalori, 11.4 gram protein, 1.9 gram lemak, 3.8 gram karbohidrat, dan 0.0 gram serat."
GR061,"Ikan sunu, segar"," termasuk dalam kategori Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 111 kalori, 13.3 gram protein, 3.4 gram lemak, 6.7 gram karbohidrat, dan 0.0 gram serat."
GR062,"Ikan tahuman, segar"," termasuk dalam kategori Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 88 kalori, 15.9 gram protein, 0.9 gram lemak, 4.1 gram karbohidrat, dan 0.0 gram serat."
GR063,"Ikan tarmon, segar"," termasuk dalam kategori Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 96 kalori, 19.5 gram protein, 1.1 gram lemak, 2.0 gram karbohidrat, dan 0.0 gram serat."
GR064,"Ikan telan, segar"," termasuk dalam kategori Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 95 kalori, 15.8 gram protein, 0.7 gram lemak, 6.5 gram karbohidrat, dan 0.0 gram serat."
GR065,"Ikan tembang, segar"," termasuk dalam kategori Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 204 kalori, 16.0 gram protein, 15.0 gram lemak, 0.0 gram karbohidrat, dan 0.0 gram serat."
GR066,"Ikan tempahas, segar"," termasuk dalam kategori Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 101 kalori, 15.1 gram protein, 4.1 gram lemak, 1.0 gram karbohidrat, dan 0.0 gram serat."
GR067,"Ikan terbang, segar"," termasuk dalam kategori Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 98 kalori, 19.6 gram protein, 1.7 gram lemak, 1.0 gram karbohidrat, dan 0.0 gram serat."
GR068,"Ikan teri, segar"," termasuk dalam kategori Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 74 kalori, 10.3 gram protein, 1.4 gram lemak, 4.1 gram karbohidrat, dan 0.0 gram serat."
GR069,"Ikan titang, segar"," termasuk dalam kategori Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 82 kalori, 17.4 gram protein, 0.4 gram lemak, 2.3 gram karbohidrat, dan 0.0 gram serat."
GR070,"Ikan tongkol, segar"," termasuk dalam kategori Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 100 kalori, 13.7 gram protein, 1.5 gram lemak, 8.0 gram karbohidrat, dan 0.0 gram serat."
GR071,"Ikan turi, segar"," termasuk dalam kategori Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 96 kalori, 19.2 gram protein, 2.0 gram lemak, 0.2 gram karbohidrat, dan 0.0 gram serat."
GR072,"Keong, segar"," termasuk dalam kategori Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 64 kalori, 12.0 gram protein, 1.0 gram lemak, 2.0 gram karbohidrat, dan 0.0 gram serat."
GR073,"Kepiting, segar"," termasuk dalam kategori Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 151 kalori, 13.8 gram protein, 3.8 gram lemak, 14.1 gram karbohidrat, dan 0.0 gram serat."
GR074,"Kerang, segar"," termasuk dalam kategori Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 101 kalori, 14.4 gram protein, 2.6 gram lemak, 3.9 gram karbohidrat, dan 0.0 gram serat."
GR075,"Kodok, segar"," termasuk dalam kategori Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 73 kalori, 16.4 gram protein, 0.3 gram lemak, 0.0 gram karbohidrat, dan 0.0 gram serat."
GR076,"Kura-kura, segar"," termasuk dalam kategori Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 83 kalori, 19.1 gram protein, 0.2 gram lemak, 0.0 gram karbohidrat, dan 0.0 gram serat."
GR077,"Kuro, segar"," termasuk dalam kategori Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 87 kalori, 16.0 gram protein, 2.2 gram lemak, 1.0 gram karbohidrat, dan 0.0 gram serat."
GR078,"Lokan, segar"," termasuk dalam kategori Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 217 kalori, 11.0 gram protein, 1.7 gram lemak, 5.1 gram karbohidrat, dan 0.0 gram serat."
GR079,"Rajungan, segar"," termasuk dalam kategori Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 76 kalori, 12.1 gram protein, 2.0 gram lemak, 2.4 gram karbohidrat, dan 0.0 gram serat."
GR080,"Rebon, udang kecil, segar"," termasuk dalam kategori Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 81 kalori, 16.2 gram protein, 1.2 gram lemak, 0.7 gram karbohidrat, dan 0.0 gram serat."
GR081,Rusip," termasuk dalam kategori Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 110 kalori, 11.5 gram protein, 2.0 gram lemak, 11.7 gram karbohidrat, dan 0.0 gram serat."
GR082,"Udang galah, segar"," termasuk dalam kategori Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 81 kalori, 16.5 gram protein, 0.3 gram lemak, 3.0 gram karbohidrat, dan 0.0 gram serat."
GR083,"Udang, besar, segar"," termasuk dalam kategori Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 56 kalori, 11.4 gram protein, 0.6 gram lemak, 1.2 gram karbohidrat, dan 0.0 gram serat."
GR084,"Udang, segar"," termasuk dalam kategori Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 91 kalori, 21.0 gram protein, 0.2 gram lemak, 0.1 gram karbohidrat, dan 0.0 gram serat."
GP002,"Belut, goreng"," termasuk dalam kategori Olahan Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 417 kalori, 25.9 gram protein, 19.4 gram lemak, 32.0 gram karbohidrat, dan 0.0 gram serat."
GP003,"Cumi-cumi, goreng"," termasuk dalam kategori Olahan Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 265 kalori, 40.6 gram protein, 10.1 gram lemak, 0.0 gram karbohidrat, dan 0.0 gram serat."
GP004,"Ikan asin, kering"," termasuk dalam kategori Olahan Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 193 kalori, 42.0 gram protein, 1.5 gram lemak, 0.0 gram karbohidrat, dan 0.0 gram serat."
GP005,"Ikan bandeng presto, masakan"," termasuk dalam kategori Olahan Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 296 kalori, 17.1 gram protein, 20.3 gram lemak, 11.3 gram karbohidrat, dan 0.0 gram serat."
GP006,Ikan baung bakar," termasuk dalam kategori Olahan Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 144 kalori, 17.8 gram protein, 5.8 gram lemak, 5.2 gram karbohidrat, dan 0.0 gram serat."
GP007,Ikan Belida bakar," termasuk dalam kategori Olahan Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 128 kalori, 18.0 gram protein, 3.0 gram lemak, 7.2 gram karbohidrat, dan 0.0 gram serat."
GP012,"Ikan Gabus, kering"," termasuk dalam kategori Olahan Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 268 kalori, 58.0 gram protein, 4.0 gram lemak, 0.0 gram karbohidrat, dan 0.0 gram serat."
GP013,"Ikan gete, goreng"," termasuk dalam kategori Olahan Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 267 kalori, 23.1 gram protein, 19.4 gram lemak, 0.2 gram karbohidrat, dan 0.0 gram serat."
GP014,"Ikan hiu, kering"," termasuk dalam kategori Olahan Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 298 kalori, 46.3 gram protein, 3.6 gram lemak, 20.2 gram karbohidrat, dan 0.0 gram serat."
GP015,"Ikan katombo, asin"," termasuk dalam kategori Olahan Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 162 kalori, 31.7 gram protein, 2.8 gram lemak, 0.3 gram karbohidrat, dan 0.0 gram serat."
GP016,"Ikan kayu, kering"," termasuk dalam kategori Olahan Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 302 kalori, 70.7 gram protein, 1.9 gram lemak, 0.4 gram karbohidrat, dan 0.0 gram serat."
GP017,Ikan Lais bakar," termasuk dalam kategori Olahan Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 147 kalori, 17.5 gram protein, 6.5 gram lemak, 5.4 gram karbohidrat, dan 0.0 gram serat."
GP019,Ikan Mas pepes," termasuk dalam kategori Olahan Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 209 kalori, 15.2 gram protein, 11.3 gram lemak, 11.8 gram karbohidrat, dan 0.5 gram serat."
GP020,Ikan mujahir goreng," termasuk dalam kategori Olahan Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 416 kalori, 46.9 gram protein, 23.9 gram lemak, 0.0 gram karbohidrat, dan 0.0 gram serat."
GP021,Ikan Mujahir pepes," termasuk dalam kategori Olahan Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 121 kalori, 21.7 gram protein, 2.8 gram lemak, 0.8 gram karbohidrat, dan 0.0 gram serat."
GP023,"Ikan Papuyu, bakar"," termasuk dalam kategori Olahan Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 152 kalori, 17.6 gram protein, 6.1 gram lemak, 6.7 gram karbohidrat, dan 0.0 gram serat."
GP024,"Ikan Patin, bakar"," termasuk dalam kategori Olahan Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 144 kalori, 17.5 gram protein, 6.3 gram lemak, 4.3 gram karbohidrat, dan 0.0 gram serat."
GP034,"Ikan sanggang, masakan"," termasuk dalam kategori Olahan Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 240 kalori, 21.7 gram protein, 7.7 gram lemak, 20.7 gram karbohidrat, dan 0.0 gram serat."
GP049,Sardines dalam kaleng," termasuk dalam kategori Olahan Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 338 kalori, 21.1 gram protein, 27.0 gram lemak, 1.0 gram karbohidrat, dan 0.0 gram serat."
GP053,Abon haruwan," termasuk dalam kategori Olahan Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 513 kalori, 23.7 gram protein, 37.0 gram lemak, 21.3 gram karbohidrat, dan 0.0 gram serat."
GP054,Abon ikan," termasuk dalam kategori Olahan Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 435 kalori, 27.2 gram protein, 20.2 gram lemak, 36.1 gram karbohidrat, dan 0.0 gram serat."
GP055,"Betok wadi, masakan"," termasuk dalam kategori Olahan Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 145 kalori, 16.3 gram protein, 7.0 gram lemak, 4.1 gram karbohidrat, dan 0.0 gram serat."
GP056,"Bou ninahu ndamate, masakan"," termasuk dalam kategori Olahan Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 79 kalori, 6.3 gram protein, 1.0 gram lemak, 1.1 gram karbohidrat, dan 0.0 gram serat."
GP057,"Bouiki ninahu nggaluku, masakan"," termasuk dalam kategori Olahan Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 94 kalori, 7.8 gram protein, 2.2 gram lemak, 10.8 gram karbohidrat, dan 0.0 gram serat."
GP058,Cakalang asar (asap)," termasuk dalam kategori Olahan Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 155 kalori, 20.1 gram protein, 3.8 gram lemak, 10.2 gram karbohidrat, dan 0.0 gram serat."
GP059,"Dendeng belut, goreng, masakan"," termasuk dalam kategori Olahan Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 382 kalori, 55.7 gram protein, 14.1 gram lemak, 8.0 gram karbohidrat, dan 0.0 gram serat."
GP060,"Dendeng mujahir, goreng, masakan"," termasuk dalam kategori Olahan Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 598 kalori, 74.3 gram protein, 26.9 gram lemak, 9.2 gram karbohidrat, dan 0.0 gram serat."
GP061,Fillet o-fish," termasuk dalam kategori Olahan Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 270 kalori, 12.3 gram protein, 15.9 gram lemak, 19.3 gram karbohidrat, dan 0.2 gram serat."
GP062,"Gete kuah asam, masakan"," termasuk dalam kategori Olahan Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 75 kalori, 8.2 gram protein, 2.0 gram lemak, 6.0 gram karbohidrat, dan 0.0 gram serat."
GP063,"Gulai asam keueung, masakan"," termasuk dalam kategori Olahan Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 52 kalori, 10.0 gram protein, 0.5 gram lemak, 1.8 gram karbohidrat, dan 0.0 gram serat."
GP065,"Gulai ikan, masakan"," termasuk dalam kategori Olahan Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 106 kalori, 16.5 gram protein, 3.3 gram lemak, 2.5 gram karbohidrat, dan 0.0 gram serat."
GP064,"Gulai ikan paya, masakan"," termasuk dalam kategori Olahan Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 148 kalori, 10.0 gram protein, 9.8 gram lemak, 5.0 gram karbohidrat, dan 0.0 gram serat."
GP066,"Gulai keumamah, masakan"," termasuk dalam kategori Olahan Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 110 kalori, 5.9 gram protein, 8.2 gram lemak, 3.2 gram karbohidrat, dan 0.0 gram serat."
GP067,"Gulai tiram, masakan"," termasuk dalam kategori Olahan Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 132 kalori, 9.0 gram protein, 7.2 gram lemak, 7.8 gram karbohidrat, dan 0.0 gram serat."
GP068,"Gurame asem manis, masakan"," termasuk dalam kategori Olahan Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 192 kalori, 12.7 gram protein, 10.1 gram lemak, 12.7 gram karbohidrat, dan 0.0 gram serat."
GP069,"Ikan asar merah, masakan"," termasuk dalam kategori Olahan Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 146 kalori, 17.7 gram protein, 5.9 gram lemak, 5.6 gram karbohidrat, dan 0.0 gram serat."
GP070,"Jambal goreng, masakan"," termasuk dalam kategori Olahan Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 286 kalori, 48.5 gram protein, 9.2 gram lemak, 2.3 gram karbohidrat, dan 0.0 gram serat."
GP071,"Jukku pallu kaloa, masakan"," termasuk dalam kategori Olahan Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 15 kalori, 15.2 gram protein, 4.3 gram lemak, 8.8 gram karbohidrat, dan 0.0 gram serat."
GP072,"Kaholeo, masakan"," termasuk dalam kategori Olahan Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 413 kalori, 28.7 gram protein, 19.8 gram lemak, 29.8 gram karbohidrat, dan 0.0 gram serat."
GP073,Lawara penjah," termasuk dalam kategori Olahan Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 207 kalori, 7.4 gram protein, 15.4 gram lemak, 9.6 gram karbohidrat, dan 0.0 gram serat."
GP074,"Model, masakan"," termasuk dalam kategori Olahan Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 79 kalori, 2.2 gram protein, 4.0 gram lemak, 8.6 gram karbohidrat, dan 0.0 gram serat."
GP075,"Mujahir acar kuning, masakan"," termasuk dalam kategori Olahan Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 330 kalori, 17.8 gram protein, 23.4 gram lemak, 12.1 gram karbohidrat, dan 1.1 gram serat."
GP076,"Parede baleh, masakan"," termasuk dalam kategori Olahan Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 87 kalori, 10.5 gram protein, 2.5 gram lemak, 5.5 gram karbohidrat, dan 0.0 gram serat."
GP077,"Pempek adaan, masakan"," termasuk dalam kategori Olahan Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 162 kalori, 4.9 gram protein, 3.0 gram lemak, 27.8 gram karbohidrat, dan 0.0 gram serat."
GP078,"Pempek belida, masakan"," termasuk dalam kategori Olahan Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 156 kalori, 4.2 gram protein, 1.4 gram lemak, 31.6 gram karbohidrat, dan 0.2 gram serat."
GP079,"Pempek kapal selam, masakan"," termasuk dalam kategori Olahan Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 152 kalori, 4.5 gram protein, 2.3 gram lemak, 28.2 gram karbohidrat, dan 0.0 gram serat."
GP080,"Pempek kelesan, masakan"," termasuk dalam kategori Olahan Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 211 kalori, 12.3 gram protein, 6.1 gram lemak, 26.6 gram karbohidrat, dan 0.4 gram serat."
GP081,"Pempek kulit, masakan"," termasuk dalam kategori Olahan Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 243 kalori, 5.2 gram protein, 7.3 gram lemak, 39.1 gram karbohidrat, dan 0.0 gram serat."
GP082,"Pempek telur, masakan"," termasuk dalam kategori Olahan Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 156 kalori, 4.7 gram protein, 2.7 gram lemak, 28.3 gram karbohidrat, dan 0.0 gram serat."
GP083,"Pempek tenggiri, masakan"," termasuk dalam kategori Olahan Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 173 kalori, 7.2 gram protein, 1.2 gram lemak, 33.4 gram karbohidrat, dan 0.2 gram serat."
GP084,"Pencok lele, masakan"," termasuk dalam kategori Olahan Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 372 kalori, 7.8 gram protein, 36.3 gram lemak, 3.5 gram karbohidrat, dan 0.0 gram serat."
GP085,Pinda," termasuk dalam kategori Olahan Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 107 kalori, 15.9 gram protein, 0.6 gram lemak, 0.4 gram karbohidrat, dan 0.0 gram serat."
GP086,"Pindang kenari, masakan"," termasuk dalam kategori Olahan Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 124 kalori, 9.5 gram protein, 9.6 gram lemak, 0.0 gram karbohidrat, dan 0.0 gram serat."
GP087,"Saboko gurita, masakan"," termasuk dalam kategori Olahan Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 87 kalori, 15.7 gram protein, 1.5 gram lemak, 2.6 gram karbohidrat, dan 0.0 gram serat."
GP088,"Saboko saltan, masakan"," termasuk dalam kategori Olahan Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 113 kalori, 17.1 gram protein, 3.6 gram lemak, 3.0 gram karbohidrat, dan 0.0 gram serat."
GP089,"Saboko sardin, masakan"," termasuk dalam kategori Olahan Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 110 kalori, 12.9 gram protein, 4.3 gram lemak, 4.9 gram karbohidrat, dan 0.0 gram serat."
GP090,Sate Bandeng," termasuk dalam kategori Olahan Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 283 kalori, 12.1 gram protein, 16.8 gram lemak, 20.9 gram karbohidrat, dan 2.0 gram serat."
GP091,"Sepi, masakan"," termasuk dalam kategori Olahan Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 88 kalori, 7.9 gram protein, 1.6 gram lemak, 10.6 gram karbohidrat, dan 0.0 gram serat."
GP092,"Tekwan, masakan"," termasuk dalam kategori Olahan Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 53 kalori, 1.9 gram protein, 0.9 gram lemak, 9.4 gram karbohidrat, dan 0.0 gram serat."
GP093,"Teri belado, masakan"," termasuk dalam kategori Olahan Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 365 kalori, 23.7 gram protein, 22.3 gram lemak, 17.5 gram karbohidrat, dan 0.0 gram serat."
GP094,"Tumis bandeng, masakan"," termasuk dalam kategori Olahan Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 189 kalori, 11.3 gram protein, 15.7 gram lemak, 0.6 gram karbohidrat, dan 0.0 gram serat."
